ENSEMBL	SYMBOL	TYPE	S085BE	S089BE	S110BE	S114BE	S117BE	S118BE	S132INBE
ENSG00000162241	SLC25A45	protein_coding	65	96	136	113	60	100	86
ENSG00000137802	MAPKBP1	protein_coding	1785	1369	2326	1353	1684	1421	1868
ENSG00000109472	CPE	protein_coding	460	519	272	371	81	442	285
ENSG00000078369	GNB1	protein_coding	1518	1573	1826	1813	1560	1782	1618
ENSG00000172215	CXCR6	protein_coding	18	20	32	6	9	20	23
ENSG00000249780	RP11-352E6.2	processed_pseudogene	9	9	36	31	9	7	29
ENSG00000173083	HPSE	protein_coding	57	152	235	119	179	191	196
ENSG00000173825	TIGD3	protein_coding	28	30	23	19	7	10	26
ENSG00000073849	ST6GAL1	protein_coding	2409	3115	2677	2280	2350	2937	1769
ENSG00000035681	NSMAF	protein_coding	372	448	649	522	251	455	227
ENSG00000136603	SKIL	protein_coding	463	497	776	596	752	692	957
ENSG00000132664	POLR3F	protein_coding	43	52	93	83	44	52	35
ENSG00000157379	DHRS1	protein_coding	308	368	453	229	359	329	626
ENSG00000277600	CNOT3	protein_coding	1108	1149	1407	910	1065	1182	1242
ENSG00000100906	NFKBIA	protein_coding	1722	1622	1814	1743	1576	1607	1898
ENSG00000237788	RP5-1041C10.3	processed_pseudogene	5	3	9	5	4	6	15
ENSG00000102984	ZNF821	protein_coding	27	38	49	17	26	14	47
ENSG00000178950	GAK	protein_coding	1868	2233	3268	1652	3082	2646	2787
ENSG00000167656	LY6D	protein_coding	91	320	282	192	430	88	392
ENSG00000110090	CPT1A	protein_coding	689	845	1303	885	829	999	723
ENSG00000137273	FOXF2	protein_coding	60	35	31	36	10	38	11
ENSG00000171421	MRPL36	protein_coding	133	140	203	204	137	164	137
ENSG00000011143	MKS1	protein_coding	50	67	132	72	19	69	31
ENSG00000116663	FBXO6	protein_coding	158	212	308	238	318	338	213
ENSG00000170498	KISS1	protein_coding	202	207	143	365	194	300	61
ENSG00000189045	ANKDD1B	protein_coding	17	8	17	14	13	17	8
ENSG00000156411	C14orf2	protein_coding	257	250	354	274	283	245	298
ENSG00000189051	RNF222	protein_coding	8	5	217	17	131	22	388
ENSG00000165186	PTCHD1	protein_coding	162	202	248	224	71	195	53
ENSG00000137513	NARS2	protein_coding	90	108	232	243	77	180	58
ENSG00000116641	DOCK7	protein_coding	376	477	577	753	294	632	305
ENSG00000203950	FAM127B	protein_coding	244	333	352	345	256	268	236
ENSG00000282147	FAM20C	protein_coding	192	330	353	357	215	436	131
ENSG00000164031	DNAJB14	protein_coding	286	396	419	333	373	444	342
ENSG00000272150	NBPF25P	transcribed_unprocessed_pseudogene	3	7	23	3	2	7	7
ENSG00000243725	TTC4	protein_coding	29	25	40	26	19	30	17
ENSG00000165555	NOXRED1	protein_coding	3	6	15	5	8	11	20
ENSG00000179222	MAGED1	protein_coding	710	920	1160	747	1088	751	1000
ENSG00000007545	CRAMP1	protein_coding	589	719	775	446	585	634	451
ENSG00000125148	MT2A	protein_coding	413	360	390	436	287	437	360
ENSG00000185483	ROR1	protein_coding	58	71	70	94	14	72	23
ENSG00000213889	PPM1N	protein_coding	15	30	16	11	10	3	15
ENSG00000087076	HSD17B14	protein_coding	20	23	17	13	18	32	28
ENSG00000230844	ZNF674-AS1	lincRNA	57	43	75	44	34	62	78
ENSG00000031003	FAM13B	protein_coding	378	430	468	358	261	361	360
ENSG00000213614	HEXA	protein_coding	226	310	319	230	186	261	202
ENSG00000153187	HNRNPU	protein_coding	2420	2435	2750	2398	2145	2562	2361
ENSG00000037280	FLT4	protein_coding	412	35	59	108	13	112	28
ENSG00000181074	OR52N4	protein_coding	3	5	10	8	5	22	3
ENSG00000116661	FBXO2	protein_coding	192	510	245	374	249	295	166
ENSG00000233818	AP000695.4	antisense	20	1	11	8	5	5	28
ENSG00000085733	CTTN	protein_coding	2325	2596	3156	2039	2897	2936	2876
ENSG00000136147	PHF11	protein_coding	311	403	522	471	431	534	463
ENSG00000279355	AGPAT4-IT1	TEC	19	3	4	9	14	8	6
ENSG00000138592	USP8	protein_coding	363	545	879	449	761	646	758
ENSG00000170745	KCNS3	protein_coding	201	438	195	391	107	198	112
ENSG00000171227	TMEM37	protein_coding	3	6	82	4	93	48	43
ENSG00000141644	MBD1	protein_coding	1079	1239	1715	1081	1731	1363	1431
ENSG00000101199	ARFGAP1	protein_coding	1654	1752	1915	1252	2049	1611	1820
ENSG00000262217	SLC5A8	protein_coding	8	5	47	27	16	73	5
ENSG00000184677	ZBTB40	protein_coding	687	825	1253	625	635	907	749
ENSG00000142973	CYP4B1	protein_coding	95	524	796	611	239	284	566
ENSG00000268412	TRMT112P6	processed_pseudogene	16	20	20	19	19	15	16
ENSG00000095564	BTAF1	protein_coding	1695	1890	2342	1614	1909	2021	2075
ENSG00000279265	AC000123.3	TEC	30	33	49	17	33	45	42
ENSG00000236383	LINC00854	protein_coding	29	15	60	21	19	40	32
ENSG00000140740	UQCRC2	protein_coding	751	931	1089	963	1068	891	949
ENSG00000090316	MAEA	protein_coding	862	1067	1283	773	971	998	797
ENSG00000249212	ATP1B1P1	unprocessed_pseudogene	9	16	11	10	11	12	16
ENSG00000142327	RNPEPL1	protein_coding	770	1094	1178	1019	908	1049	665
ENSG00000114378	HYAL1	protein_coding	35	31	174	37	38	40	145
ENSG00000179869	ABCA13	protein_coding	32	4	31	6	12	8	9
ENSG00000106541	AGR2	protein_coding	324	424	516	458	325	651	492
ENSG00000171476	HOPX	protein_coding	59	125	271	91	85	62	220
ENSG00000037897	METTL1	protein_coding	105	115	129	249	57	174	38
ENSG00000117593	DARS2	protein_coding	87	129	280	281	114	183	71
ENSG00000108963	DPH1	protein_coding	557	743	614	509	319	450	331
ENSG00000176597	B3GNT5	protein_coding	475	742	965	645	895	716	1064
ENSG00000074964	ARHGEF10L	protein_coding	1363	2255	2469	1170	2621	1728	2558
ENSG00000256464	YWHABP2	processed_pseudogene	7	8	23	15	9	8	19
ENSG00000213918	DNASE1	protein_coding	225	274	499	182	166	289	227
ENSG00000134910	STT3A	protein_coding	1037	1077	1290	1406	1159	1277	910
ENSG00000105894	PTN	protein_coding	92	66	20	94	11	113	59
ENSG00000277013	CTC-526N19.1	lincRNA	8	15	20	7	5	7	13
ENSG00000274454	SLC22A18AS	antisense	3	6	3	11	4	5	15
ENSG00000236570	RAD23BP1	processed_pseudogene	18	23	35	25	27	16	34
ENSG00000267607	CTD-2369P2.8	antisense	70	35	13	57	9	4	31
ENSG00000150961	SEC24D	protein_coding	1060	1092	1370	1055	1561	1301	1438
ENSG00000233155	HMGA1P8	processed_pseudogene	9	10	28	13	24	11	24
ENSG00000092969	TGFB2	protein_coding	874	958	425	1058	215	915	125
ENSG00000130748	TMEM160	protein_coding	37	79	95	97	57	70	43
ENSG00000257084	U47924.27	lincRNA	32	24	63	23	43	42	71
ENSG00000283112	LA16c-325D7.1	antisense	6	7	18	2	14	6	26
ENSG00000116473	RAP1A	protein_coding	254	363	384	369	371	393	371
ENSG00000139620	KANSL2	protein_coding	340	397	471	388	317	407	278
ENSG00000171453	POLR1C	protein_coding	296	398	511	407	242	359	212
ENSG00000038382	TRIO	protein_coding	4191	4141	4597	3624	2866	3834	2985
ENSG00000151789	ZNF385D	protein_coding	306	28	45	49	4	60	54
ENSG00000035499	DEPDC1B	protein_coding	7	11	12	14	6	2	7
ENSG00000142528	ZNF473	protein_coding	342	422	558	403	310	386	223
ENSG00000261884	CTC-479C5.12	protein_coding	68	61	133	60	53	124	97
ENSG00000148358	GPR107	protein_coding	1154	1367	2043	1129	2096	1522	1592
ENSG00000280549	PADI3	protein_coding	3	22	61	22	537	26	401
ENSG00000120925	RNF170	protein_coding	54	123	210	135	78	125	149
ENSG00000282638	CTB-193M12.5	lincRNA	78	102	105	118	105	116	114
ENSG00000229644	NAMPTP1	processed_pseudogene	141	137	181	160	160	184	162
ENSG00000101150	TPD52L2	protein_coding	1135	1227	1555	1241	1329	1259	1364
ENSG00000117118	SDHB	protein_coding	308	349	517	457	399	398	351
ENSG00000122824	NUDT10	protein_coding	62	106	37	108	8	49	8
ENSG00000151690	MFSD6	protein_coding	601	754	959	649	775	779	603
ENSG00000224383	PRR29	protein_coding	15	4	6	13	3	4	10
ENSG00000274628	FAM95B1	processed_transcript	6	4	171	0	0	9	7
ENSG00000167676	PLIN4	protein_coding	309	774	109	96	431	320	501
ENSG00000134900	TPP2	protein_coding	490	655	946	693	608	912	550
ENSG00000228363	AC015971.2	antisense	44	50	78	25	55	53	67
ENSG00000131873	CHSY1	protein_coding	713	781	647	708	303	779	486
ENSG00000226823	SUGT1P	unprocessed_pseudogene	4	18	9	15	9	8	11
ENSG00000151348	EXT2	protein_coding	884	957	1156	1220	855	1126	905
ENSG00000186814	ZSCAN30	protein_coding	177	212	417	197	118	274	215
ENSG00000139567	ACVRL1	protein_coding	374	46	76	137	20	115	21
ENSG00000106278	PTPRZ1	protein_coding	92	140	293	66	181	161	350
ENSG00000185896	LAMP1	protein_coding	1083	1214	1321	1186	958	1163	1024
ENSG00000151240	DIP2C	protein_coding	426	465	662	312	358	483	432
ENSG00000197442	MAP3K5	protein_coding	732	1473	1403	1259	865	1046	922
ENSG00000100601	ALKBH1	protein_coding	105	115	198	145	117	142	101
ENSG00000196923	PDLIM7	protein_coding	612	857	666	890	565	764	356
ENSG00000179674	ARL14	protein_coding	34	37	77	58	30	36	138
ENSG00000234608	MAPKAPK5-AS1	lincRNA	260	318	346	281	334	317	314
ENSG00000242071	RPL7AP6	processed_pseudogene	36	36	63	38	28	32	57
ENSG00000100439	ABHD4	protein_coding	935	1195	1233	869	1412	998	1402
ENSG00000182890	GLUD2	protein_coding	62	57	111	68	77	68	96
ENSG00000128340	RAC2	protein_coding	65	32	37	114	112	67	49
ENSG00000012211	PRICKLE3	protein_coding	329	463	582	427	310	376	304
ENSG00000197355	UAP1L1	protein_coding	206	130	209	100	95	170	72
ENSG00000277491	RP11-676J12.9	lincRNA	2	10	13	2	11	7	18
ENSG00000180667	YOD1	protein_coding	605	621	947	600	1579	1138	1638
ENSG00000244274	DBNDD2	protein_coding	71	113	94	59	57	53	75
ENSG00000119820	YIPF4	protein_coding	269	356	464	430	390	446	377
ENSG00000249180	CTC-506B8.1	antisense	5	2	7	4	8	5	17
ENSG00000235698	PA2G4P2	processed_pseudogene	11	11	26	18	13	12	19
ENSG00000103253	HAGHL	protein_coding	114	119	224	260	76	140	36
ENSG00000248593	DSTNP2	transcribed_unprocessed_pseudogene	26	25	43	27	23	37	25
ENSG00000132470	ITGB4	protein_coding	2147	3707	3373	3875	3528	3962	2430
ENSG00000185728	YTHDF3	protein_coding	681	774	871	760	737	844	686
ENSG00000146223	RPL7L1	protein_coding	549	721	1180	1165	723	854	504
ENSG00000279059	RP11-257O5.2	TEC	19	16	20	19	6	21	10
ENSG00000182107	TMEM30B	protein_coding	1027	1366	1234	1126	1289	1122	1182
ENSG00000076826	CAMSAP3	protein_coding	409	808	1495	663	1242	1000	1436
ENSG00000198483	ANKRD35	protein_coding	30	51	241	31	57	11	80
ENSG00000169894	MUC3A	protein_coding	429	534	290	482	163	413	135
ENSG00000131374	TBC1D5	protein_coding	522	1093	1286	893	647	836	912
ENSG00000240522	RPL7AP10	processed_pseudogene	13	22	96	11	32	22	88
ENSG00000140403	DNAJA4	protein_coding	709	1227	2053	1010	2020	1521	2812
ENSG00000168569	TMEM223	protein_coding	69	87	129	119	66	106	38
ENSG00000135334	AKIRIN2	protein_coding	683	659	956	731	880	816	1037
ENSG00000100461	RBM23	protein_coding	697	1118	1282	933	818	913	905
ENSG00000132967	HMGB1P5	transcribed_processed_pseudogene	10	13	12	26	11	18	12
ENSG00000169087	HSPBAP1	protein_coding	59	96	105	87	30	138	26
ENSG00000099256	PRTFDC1	protein_coding	15	9	20	22	1	6	8
ENSG00000224837	GCSHP5	processed_pseudogene	28	15	27	53	6	19	11
ENSG00000141295	SCRN2	protein_coding	136	198	281	196	180	221	174
ENSG00000180098	TRNAU1AP	protein_coding	276	341	333	315	347	302	320
ENSG00000259083	RP11-407N17.4	antisense	10	4	13	5	4	5	17
ENSG00000197702	PARVA	protein_coding	440	614	676	739	434	721	447
ENSG00000170633	RNF34	protein_coding	268	368	506	370	350	372	406
ENSG00000244171	PBX2P1	processed_pseudogene	25	35	21	31	30	28	22
ENSG00000168374	ARF4	protein_coding	871	850	882	944	1031	994	946
ENSG00000274058	TMPRSS11E	protein_coding	39	35	241	69	142	59	351
ENSG00000267196	RP11-813F20.4	sense_intronic	6	3	4	1	8	3	19
ENSG00000116701	NCF2	protein_coding	37	56	312	130	207	71	98
ENSG00000140199	SLC12A6	protein_coding	647	927	2173	834	3119	1746	3154
ENSG00000118418	HMGN3	protein_coding	144	156	124	108	61	140	84
ENSG00000214711	CAPN14	protein_coding	250	458	1554	270	1948	1138	2004
ENSG00000265939	UBE2CP2	processed_pseudogene	5	8	4	3	1	16	1
ENSG00000196391	ZNF774	protein_coding	47	46	57	35	10	40	27
ENSG00000196810	CTBP1-AS2	antisense	69	137	223	148	77	118	49
ENSG00000168924	LETM1	protein_coding	679	846	1483	1085	763	1078	627
ENSG00000184117	NIPSNAP1	protein_coding	114	155	195	138	120	117	109
ENSG00000155252	PI4K2A	protein_coding	445	507	806	484	823	553	934
ENSG00000145860	RNF145	protein_coding	1370	1623	1605	1734	1642	1780	1788
ENSG00000101040	ZMYND8	protein_coding	499	1356	1925	1122	1217	1344	1560
ENSG00000160209	PDXK	protein_coding	2385	2647	3369	2264	2915	2873	3337
ENSG00000136280	CCM2	protein_coding	327	351	422	567	265	394	220
ENSG00000157557	ETS2	protein_coding	3101	3367	3099	2521	2658	2484	2926
ENSG00000169991	IFFO2	protein_coding	2614	3575	2784	2673	2761	2497	2111
ENSG00000160310	PRMT2	protein_coding	846	1115	1118	942	681	975	737
ENSG00000275056	RP11-127I20.8	sense_intronic	12	30	50	8	25	9	19
ENSG00000273598	PMS2P6	unprocessed_pseudogene	8	13	29	9	4	4	18
ENSG00000213185	FAM24B	protein_coding	10	14	24	12	11	13	16
ENSG00000179304	FAM156B	protein_coding	1	17	1	1	1	0	0
ENSG00000135951	TSGA10	protein_coding	39	79	57	40	28	28	36
ENSG00000084110	HAL	protein_coding	9	19	28	5	8	11	7
ENSG00000129473	BCL2L2	protein_coding	666	933	1077	832	904	847	923
ENSG00000107262	BAG1	protein_coding	1099	1385	1880	1069	1431	1330	1380
ENSG00000172057	ORMDL3	protein_coding	443	510	632	474	609	458	589
ENSG00000103647	CORO2B	protein_coding	38	30	35	24	4	50	10
ENSG00000108688	CCL7	protein_coding	12	2	11	30	0	12	4
ENSG00000134755	DSC2	protein_coding	904	1079	1519	738	864	660	1450
ENSG00000076067	RBMS2	protein_coding	986	1287	1752	1042	1319	1404	1566
ENSG00000141569	TRIM65	protein_coding	268	310	433	462	172	244	95
ENSG00000078804	TP53INP2	protein_coding	753	716	1063	543	982	1072	1373
ENSG00000186174	BCL9L	protein_coding	2131	2680	2889	2041	2320	2291	1620
ENSG00000130558	OLFM1	protein_coding	822	161	254	428	52	373	119
ENSG00000165731	RET	protein_coding	124	106	41	240	9	77	2
ENSG00000115602	IL1RL1	protein_coding	84	138	481	266	145	372	179
ENSG00000223559	RP11-700P18.1	processed_pseudogene	19	21	40	41	32	38	28
ENSG00000261888	AC144831.1	lincRNA	9	21	28	8	21	11	24
ENSG00000143157	POGK	protein_coding	1014	1131	1461	1219	885	1376	807
ENSG00000050748	MAPK9	protein_coding	184	269	410	301	185	299	221
ENSG00000178175	ZNF366	protein_coding	90	5	14	18	6	24	7
ENSG00000259065	RP5-1021I20.1	antisense	14	9	8	3	2	1	3
ENSG00000181885	CLDN7	protein_coding	705	932	1115	814	1163	939	1307
ENSG00000108395	TRIM37	protein_coding	125	132	266	215	89	229	98
ENSG00000176054	RPL23P2	processed_pseudogene	9	11	20	12	9	6	10
ENSG00000082458	DLG3	protein_coding	709	957	1304	737	1002	964	1126
ENSG00000125257	ABCC4	protein_coding	411	515	291	580	138	525	96
ENSG00000102243	VGLL1	protein_coding	107	295	506	332	491	361	416
ENSG00000278954	RP13-415G19.2	TEC	3	7	18	4	7	1	15
ENSG00000123685	BATF3	protein_coding	130	94	94	222	28	134	52
ENSG00000236526	RP4-742J24.2	antisense	14	15	11	6	6	8	15
ENSG00000125531	FNDC11	protein_coding	44	102	103	62	101	63	68
ENSG00000229237	HMGN1P37	processed_pseudogene	2	5	7	15	2	4	11
ENSG00000258708	SLC25A21-AS1	antisense	9	13	6	20	2	15	4
ENSG00000140939	NOL3	protein_coding	400	581	643	404	356	431	416
ENSG00000185201	IFITM2	protein_coding	267	344	130	269	92	310	65
ENSG00000029153	ARNTL2	protein_coding	1325	1580	1989	2137	1810	2394	1743
ENSG00000282854	ASAP3	protein_coding	366	536	418	202	306	441	472
ENSG00000213413	PVRIG	protein_coding	4	3	8	1	3	0	19
ENSG00000149823	VPS51	protein_coding	489	751	843	694	616	660	544
ENSG00000137338	PGBD1	protein_coding	25	32	53	41	5	33	13
ENSG00000174238	PITPNA	protein_coding	713	785	1132	866	636	848	656
ENSG00000181016	LSMEM1	protein_coding	267	194	193	123	141	236	197
ENSG00000112739	PRPF4B	protein_coding	1156	1328	1420	1167	1108	1518	1188
ENSG00000134802	SLC43A3	protein_coding	412	265	293	588	117	310	125
ENSG00000115216	NRBP1	protein_coding	1075	1218	1390	1080	1350	1240	1423
ENSG00000177542	SLC25A22	protein_coding	459	352	600	606	327	654	224
ENSG00000125445	MRPS7	protein_coding	208	283	373	379	232	295	153
ENSG00000121769	FABP3	protein_coding	24	81	230	175	142	152	156
ENSG00000164049	FBXW12	protein_coding	4	10	32	3	11	2	8
ENSG00000276504	TFPT	protein_coding	101	127	193	122	153	103	116
ENSG00000173818	ENDOV	protein_coding	148	209	265	142	142	224	154
ENSG00000159256	MORC3	protein_coding	825	982	1017	877	1212	1108	1115
ENSG00000155760	FZD7	protein_coding	350	521	521	455	179	327	132
ENSG00000239282	GATSL3	protein_coding	15	25	34	14	12	16	6
ENSG00000103089	FA2H	protein_coding	316	1038	1696	1062	2138	1497	2175
ENSG00000101901	ALG13	protein_coding	450	606	775	490	513	611	619
ENSG00000257613	LINC01481	lincRNA	27	40	27	24	19	18	32
ENSG00000137941	TTLL7	protein_coding	44	79	144	86	29	46	64
ENSG00000247271	ZBED5-AS1	antisense	10	4	6	10	8	9	27
ENSG00000255200	AP003068.18	transcribed_processed_pseudogene	25	39	62	27	29	28	60
ENSG00000112297	AIM1	protein_coding	1158	1561	2212	1364	1644	1843	1233
ENSG00000254858	MPV17L2	protein_coding	117	112	186	231	77	189	55
ENSG00000113645	WWC1	protein_coding	882	1156	1745	1261	883	1199	1348
ENSG00000227682	ATP5A1P2	transcribed_processed_pseudogene	16	13	19	13	15	10	16
ENSG00000149328	GLB1L2	protein_coding	204	206	264	306	97	209	77
ENSG00000276416	UNC79	protein_coding	13	13	16	8	12	10	6
ENSG00000276980	CTD-3128G10.7	sense_intronic	4	6	5	15	10	13	10
ENSG00000080345	RIF1	protein_coding	681	745	1010	803	605	1035	485
ENSG00000266962	RP11-400F19.6	antisense	12	22	33	26	19	33	15
ENSG00000178715	RP11-169K16.8	processed_pseudogene	30	34	59	37	43	29	73
ENSG00000137992	DBT	protein_coding	79	143	304	168	129	162	107
ENSG00000100311	PDGFB	protein_coding	562	362	231	619	120	401	115
ENSG00000132005	RFX1	protein_coding	439	558	667	361	489	423	459
ENSG00000261286	RP11-517C16.2	antisense	10	5	44	13	50	30	39
ENSG00000163755	HPS3	protein_coding	185	238	318	202	250	332	233
ENSG00000178988	MRFAP1L1	protein_coding	412	512	578	582	371	513	422
ENSG00000139116	KIF21A	protein_coding	331	367	716	427	269	460	323
ENSG00000061337	LZTS1	protein_coding	50	55	38	38	11	56	7
ENSG00000258427	RBM8B	processed_pseudogene	15	15	34	13	21	15	16
ENSG00000161179	YDJC	protein_coding	250	360	445	513	281	395	164
ENSG00000273079	GRIN2B	protein_coding	8	1	26	3	6	8	15
ENSG00000138316	ADAMTS14	protein_coding	29	30	25	16	33	36	17
ENSG00000071553	ATP6AP1	protein_coding	596	782	1132	726	965	702	1013
ENSG00000131408	NR1H2	protein_coding	870	1009	1159	962	1052	1018	938
ENSG00000137135	ARHGEF39	protein_coding	29	49	33	39	26	32	17
ENSG00000005882	PDK2	protein_coding	28	67	80	51	32	49	37
ENSG00000263400	TMEM220-AS1	antisense	5	13	19	6	14	13	33
ENSG00000262327	AGK	protein_coding	260	313	502	360	245	501	277
ENSG00000234546	RP3-510D11.2	lincRNA	15	37	70	44	45	40	69
ENSG00000189043	NDUFA4	protein_coding	191	259	280	308	234	257	239
ENSG00000240376	RP11-36C20.1	processed_pseudogene	70	70	86	78	72	58	86
ENSG00000120129	DUSP1	protein_coding	1560	1678	1677	1484	1510	1455	1628
ENSG00000229847	EMX2OS	antisense	0	1	1	1	0	19	2
ENSG00000227201	CNN2P1	processed_pseudogene	6	12	23	4	12	3	20
ENSG00000234017	RP11-214N15.5	processed_pseudogene	3	4	41	5	6	4	8
ENSG00000077264	PAK3	protein_coding	62	71	25	54	6	44	4
ENSG00000106799	TGFBR1	protein_coding	294	339	362	372	354	446	232
ENSG00000280927	CTBP1-AS	antisense	54	60	102	34	40	77	33
ENSG00000070831	CDC42	protein_coding	737	695	1039	939	914	954	1096
ENSG00000272140	RP11-574K11.29	lincRNA	6	9	18	3	8	6	7
ENSG00000102030	NAA10	protein_coding	233	238	311	255	173	245	248
ENSG00000137831	UACA	protein_coding	852	832	649	548	341	773	347
ENSG00000168137	SETD5	protein_coding	2962	2989	3642	2117	3043	2819	3296
ENSG00000281655	RP11-817J15.3	lincRNA	15	2	17	2	1	3	5
ENSG00000129244	ATP1B2	protein_coding	19	18	13	10	3	24	14
ENSG00000113163	COL4A3BP	protein_coding	464	648	859	497	728	730	819
ENSG00000177946	CENPBD1	protein_coding	19	17	57	46	19	22	12
ENSG00000138623	SEMA7A	protein_coding	568	657	1485	894	1804	1329	1652
ENSG00000280407	RP13-516M14.8	TEC	39	73	64	14	37	27	51
ENSG00000250644	RP11-295K3.1	protein_coding	7	27	99	4	31	9	46
ENSG00000247315	ZCCHC3	protein_coding	356	406	550	471	391	467	334
ENSG00000219201	RP11-181C21.4	processed_pseudogene	45	63	45	57	60	49	29
ENSG00000267053	CTD-3162L10.1	lincRNA	4	17	27	12	1	2	11
ENSG00000213762	ZNF134	protein_coding	332	411	563	409	374	451	573
ENSG00000279041	CTD-2373N4.3	TEC	167	197	244	102	292	262	280
ENSG00000125046	SSUH2	protein_coding	26	14	17	12	2	4	6
ENSG00000164904	ALDH7A1	protein_coding	160	510	575	215	330	268	481
ENSG00000088298	EDEM2	protein_coding	196	345	389	372	242	332	261
ENSG00000150990	DHX37	protein_coding	294	446	687	709	288	570	95
ENSG00000133740	E2F5	protein_coding	97	92	142	122	50	131	82
ENSG00000108592	FTSJ3	protein_coding	580	704	1027	725	586	559	488
ENSG00000141646	SMAD4	protein_coding	805	896	945	797	746	1006	656
ENSG00000253250	C8orf88	protein_coding	12	18	16	22	1	16	6
ENSG00000245522	RP11-540A21.2	lincRNA	10	12	14	9	7	8	21
ENSG00000137478	FCHSD2	protein_coding	387	275	373	326	164	308	200
ENSG00000160208	RRP1B	protein_coding	352	436	686	560	370	442	358
ENSG00000283391	EEF1B2	protein_coding	613	694	773	566	616	619	659
ENSG00000166888	STAT6	protein_coding	2791	3349	3514	2713	2994	3133	2975
ENSG00000230438	SERPINB9P1	lincRNA	5	6	36	9	22	2	37
ENSG00000272275	RP11-791G15.2	lincRNA	13	11	41	15	8	23	10
ENSG00000005801	ZNF195	protein_coding	342	463	663	397	301	437	455
ENSG00000226882	GNL1	protein_coding	852	1079	1110	862	670	787	762
ENSG00000180233	ZNRF2	protein_coding	172	239	302	212	230	238	267
ENSG00000049246	PER3	protein_coding	194	184	313	162	210	337	346
ENSG00000217950	NOC2LP2	processed_pseudogene	19	27	30	33	20	20	17
ENSG00000213051	RPL5P5	processed_pseudogene	14	25	27	25	15	15	27
ENSG00000253159	PCDHGA12	protein_coding	11	17	22	16	5	14	10
ENSG00000206476	VARS2	protein_coding	336	534	592	382	207	305	324
ENSG00000238251	RP11-172F4.2	processed_pseudogene	14	14	27	13	13	9	15
ENSG00000123104	ITPR2	protein_coding	674	931	1032	639	475	959	619
ENSG00000164032	H2AFZ	protein_coding	403	467	505	451	476	463	516
ENSG00000082258	CCNT2	protein_coding	990	918	1168	805	954	1090	1107
ENSG00000142731	PLK4	protein_coding	37	57	45	23	56	40	27
ENSG00000105245	NUMBL	protein_coding	411	569	653	541	572	560	678
ENSG00000282092	MED16	protein_coding	535	1024	1077	817	921	792	735
ENSG00000108587	GOSR1	protein_coding	476	611	697	566	572	591	435
ENSG00000156482	RPL30	protein_coding	427	449	531	406	423	422	482
ENSG00000187240	DYNC2H1	protein_coding	89	421	53	96	49	91	30
ENSG00000227277	RNF5	protein_coding	221	274	265	298	174	248	174
ENSG00000183655	KLHL25	protein_coding	201	271	395	202	237	246	372
ENSG00000197324	LRP10	protein_coding	2316	3115	3213	2606	3158	3006	2979
ENSG00000129317	PUS7L	protein_coding	53	107	135	114	73	163	50
ENSG00000128645	HOXD1	protein_coding	9	3	10	6	26	6	14
ENSG00000154645	CHODL	protein_coding	29	17	45	42	2	14	10
ENSG00000262001	DLGAP1-AS2	antisense	138	84	90	74	44	163	89
ENSG00000156222	SLC28A1	protein_coding	3	11	6	10	16	5	46
ENSG00000169994	MYO7B	protein_coding	12	9	8	9	6	15	16
ENSG00000164823	OSGIN2	protein_coding	138	112	218	222	114	245	114
ENSG00000175087	PDIK1L	protein_coding	72	143	227	105	184	138	149
ENSG00000180764	PIPSL	transcribed_processed_pseudogene	49	53	99	49	64	68	90
ENSG00000132485	ZRANB2	protein_coding	401	498	503	443	456	583	368
ENSG00000071539	TRIP13	protein_coding	29	66	59	86	41	39	22
ENSG00000232774	FLJ22447	lincRNA	2	7	26	8	3	7	12
ENSG00000260231	JHDM1D-AS1	antisense	127	137	186	138	60	110	174
ENSG00000253626	EIF5AL1	protein_coding	21	16	34	55	19	48	24
ENSG00000185753	CXorf38	protein_coding	366	429	693	499	544	711	435
ENSG00000236015	AC011290.5	processed_pseudogene	11	4	23	11	6	18	15
ENSG00000255389	C6orf3	antisense	50	55	11	16	6	40	9
ENSG00000153558	FBXL2	protein_coding	67	77	73	101	52	102	54
ENSG00000132879	FBXO44	protein_coding	392	584	495	362	325	394	299
ENSG00000128928	IVD	protein_coding	246	427	487	527	254	380	175
ENSG00000188766	SPRED3	protein_coding	121	65	181	118	52	95	63
ENSG00000221883	ARIH2OS	protein_coding	24	18	18	9	8	17	6
ENSG00000099385	BCL7C	protein_coding	109	117	148	167	78	93	79
ENSG00000158545	ZC3H18	protein_coding	800	896	1176	784	744	862	513
ENSG00000165801	ARHGEF40	protein_coding	625	690	945	698	446	766	753
ENSG00000272072	CTA-363E19.2	antisense	51	28	49	17	32	43	95
ENSG00000124243	BCAS4	protein_coding	63	117	115	71	95	112	123
ENSG00000238132	CASC4P1	processed_pseudogene	7	11	23	12	10	12	18
ENSG00000272501	XXbac-BPG299F13.17	antisense	29	44	9	17	8	13	4
ENSG00000173821	RNF213	protein_coding	6845	6615	9989	4817	9786	10065	8708
ENSG00000055950	MRPL43	protein_coding	174	219	305	282	219	226	174
ENSG00000160961	ZNF333	protein_coding	237	269	297	169	112	359	265
ENSG00000095932	SMIM24	protein_coding	14	14	10	6	3	9	4
ENSG00000178149	DALRD3	protein_coding	93	111	138	113	83	137	86
ENSG00000144048	DUSP11	protein_coding	292	346	421	299	443	354	399
ENSG00000198910	L1CAM	protein_coding	13	6	9	14	7	12	6
